"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"gene216",0.921153001814362,0.93518071250189,-147.117807095501,-147.832135705324,7,2,347.828316025303,0,0,FALSE
"gene217",0.0415919750465227,0.0756217728118594,-172.027382579764,-177.799612526148,7,2,1061.17355112674,0,0,FALSE
"gene218",0.000487759466418405,0.00143458666593648,-160.840195910717,-171.921150169403,7,2,644.642833657003,0,0,FALSE
"gene219",1.75933931919142e-24,4.69157151784379e-23,-145.160404480526,-205.753754681662,7,2,516.906024973324,0,0,FALSE
"gene220",0.0266530837434123,0.0515035434655311,-157.670922171716,-164.006976353953,7,2,601.444638703985,0,0,FALSE
"gene221",0.191687935248652,0.270613237058385,-140.026644626171,-143.733173288672,7,2,329.818319779585,0,0,FALSE
"gene222",0.192135398311453,0.270613237058385,-130.077534213908,-133.780672647249,7,2,223.780408784092,0,0,FALSE
"gene223",1.28211220646105e-07,8.40729315712167e-07,-131.301050988907,-151.46524574936,7,2,191.672432022796,0,0,FALSE
"gene224",0.000461654667890447,0.00137540831066907,-168.087321420326,-179.231026569019,7,2,964.005073642587,0,0,FALSE
"gene225",0.732173202098402,0.787283013009034,-161.135376932552,-162.530863417147,7,2,840.948540446897,0,0,FALSE
"gene226",0.129881630669716,0.202856447413549,-161.008694761743,-165.267935358329,7,2,670.391390250922,0,0,FALSE
